0.2500000 0.2500000 0.2500000 0.3657472328
0.2500000 0.2500000 0.2500000 0.9919303881
0.2500000 0.2500000 0.2500000 1.4654062093
0.2500000 0.2500000 0.2500000 1.6724625389
0.2500000 0.2500000 0.2500000 1.7357555510
0.2500000 0.2500000 0.2500000 1.7828507324
0.2500000 0.2500000 0.2500000 1.9563004576
0.2500000 0.2500000 0.2500000 2.1512756557
0.2500000 0.2500000 0.2500000 2.1881711062
0.2500000 0.2500000 0.2500000 2.3774694442
0.2500000 0.2500000 0.2500000 2.5099333071
0.2500000 0.2500000 0.2500000 2.5397831450
0.2500000 0.2500000 0.2500000 2.6458229826
0.2500000 0.2500000 0.2500000 2.8335669657
0.2500000 0.2500000 0.2500000 2.8804689697
0.2500000 0.2500000 0.2500000 3.0353017684
0.2500000 0.2500000 0.2500000 3.0597146720
0.2500000 0.2500000 0.2500000 3.1024011763
0.2500000 0.2500000 0.2500000 3.3619679519
0.2500000 0.2500000 0.2500000 3.4517803263
0.2500000 0.2500000 0.2500000 3.6888685599
0.2500000 0.2500000 0.2500000 3.8482119706
0.2500000 0.2500000 0.2500000 3.9491568795
0.2500000 0.2500000 0.2500000 4.2639998241
0.2500000 0.2500000 0.2500000 4.4033972445
0.2500000 0.2500000 0.2500000 4.5186785360
0.2500000 0.2500000 0.2500000 4.8363127592
0.2500000 0.2500000 0.2500000 4.9025669797
0.2500000 0.2500000 0.2500000 5.5586281310
0.2500000 0.2500000 0.2500000 5.6577808469
0.2500000 0.2500000 0.2500000 5.7674873583
0.2500000 0.2500000 0.2500000 5.8073619472
0.2500000 0.2500000 0.2500000 5.8774376946
0.2500000 0.2500000 0.2500000 5.9465141849
0.2500000 0.2500000 0.2500000 6.4200089380
0.2500000 0.2500000 0.2500000 6.6243625124
0.2500000 0.2500000 0.2500000 7.2606862435
0.2500000 0.2500000 0.2500000 7.4416239908
0.2500000 0.2500000 0.2500000 7.5770210250
0.2500000 0.2500000 0.2500000 7.6832150416
0.2500000 0.2500000 0.2500000 9.3237774545
0.2500000 0.2500000 0.2500000 9.3427888725
0.2500000 0.2500000 0.2500000 9.3922355317
0.2500000 0.2500000 0.2500000 9.4118174815
0.2500000 0.2500000 0.2500000 9.5004322631
0.2500000 0.2500000 0.2500000 9.6460451298
0.2500000 0.2500000 0.2500000 9.8277936097
0.2500000 0.2500000 0.2500000 9.9522289098
0.2500000 0.2500000 0.2500000 10.0653817738
0.2500000 0.2500000 0.2500000 10.1454025154
0.2500000 0.2500000 0.2500000 10.1814018701
0.2500000 0.2500000 0.2500000 10.3216432591
0.2500000 0.2500000 0.2500000 11.2514491095
0.2500000 0.2500000 0.2500000 11.4317979995
0.2500000 0.2500000 0.2500000 11.7435879717
0.2500000 0.2500000 0.2500000 11.7928429554
0.2500000 0.2500000 0.2500000 12.3400087325
0.2500000 0.2500000 0.2500000 12.3542906706
0.2500000 0.2500000 0.2500000 12.3994996120
0.2500000 0.2500000 0.2500000 12.4200787128
0.2500000 0.2500000 0.2500000 15.1715686033
0.2500000 0.2500000 0.2500000 15.4033169377
0.2500000 0.2500000 0.2500000 15.5549508516
0.2500000 0.2500000 0.2500000 15.6641975284
0.2500000 0.2500000 0.2500000 16.1553772049
0.2500000 0.2500000 0.2500000 16.2613950356
0.2500000 0.2500000 0.2500000 16.4039449574
0.2500000 0.2500000 0.2500000 16.5071324911
0.2500000 0.2500000 0.2500000 17.1054670228
0.2500000 0.2500000 0.2500000 17.2270642764
0.2500000 0.2500000 0.2500000 17.3712603973
0.2500000 0.2500000 0.2500000 17.5218625538
-0.2500000 0.2500000 0.2500000 0.3657472328
-0.2500000 0.2500000 0.2500000 0.9919303881
-0.2500000 0.2500000 0.2500000 1.4654062093
-0.2500000 0.2500000 0.2500000 1.6724625389
-0.2500000 0.2500000 0.2500000 1.7357555510
-0.2500000 0.2500000 0.2500000 1.7828507324
-0.2500000 0.2500000 0.2500000 1.9563004576
-0.2500000 0.2500000 0.2500000 2.1512756557
-0.2500000 0.2500000 0.2500000 2.1881711062
-0.2500000 0.2500000 0.2500000 2.3774694442
-0.2500000 0.2500000 0.2500000 2.5099333071
-0.2500000 0.2500000 0.2500000 2.5397831450
-0.2500000 0.2500000 0.2500000 2.6458229826
-0.2500000 0.2500000 0.2500000 2.8335669657
-0.2500000 0.2500000 0.2500000 2.8804689697
-0.2500000 0.2500000 0.2500000 3.0353017684
-0.2500000 0.2500000 0.2500000 3.0597146720
-0.2500000 0.2500000 0.2500000 3.1024011763
-0.2500000 0.2500000 0.2500000 3.3619679519
-0.2500000 0.2500000 0.2500000 3.4517803263
-0.2500000 0.2500000 0.2500000 3.6888685599
-0.2500000 0.2500000 0.2500000 3.8482119706
-0.2500000 0.2500000 0.2500000 3.9491568795
-0.2500000 0.2500000 0.2500000 4.2639998241
-0.2500000 0.2500000 0.2500000 4.4033972445
-0.2500000 0.2500000 0.2500000 4.5186785360
-0.2500000 0.2500000 0.2500000 4.8363127592
-0.2500000 0.2500000 0.2500000 4.9025669797
-0.2500000 0.2500000 0.2500000 5.5586281310
-0.2500000 0.2500000 0.2500000 5.6577808469
-0.2500000 0.2500000 0.2500000 5.7674873583
-0.2500000 0.2500000 0.2500000 5.8073619472
-0.2500000 0.2500000 0.2500000 5.8774376946
-0.2500000 0.2500000 0.2500000 5.9465141849
-0.2500000 0.2500000 0.2500000 6.4200089380
-0.2500000 0.2500000 0.2500000 6.6243625124
-0.2500000 0.2500000 0.2500000 7.2606862435
-0.2500000 0.2500000 0.2500000 7.4416239908
-0.2500000 0.2500000 0.2500000 7.5770210250
-0.2500000 0.2500000 0.2500000 7.6832150416
-0.2500000 0.2500000 0.2500000 9.3237774545
-0.2500000 0.2500000 0.2500000 9.3427888725
-0.2500000 0.2500000 0.2500000 9.3922355317
-0.2500000 0.2500000 0.2500000 9.4118174815
