1.46541	16.49483	Merging	Normal
5.55863	12.4	Merging	Normal
5.55863	12.4	Merging	Normal
12.3995	5.5606	Merging	Normal
12.3995	5.5606	Merging	Normal
12.3995	5.5606	Merging	Normal
12.3995	5.5606	Merging	Normal
15.40332	2.55676	Merging	Normal
15.55495	2.40517	Merging	Normal
15.55495	2.40517	Merging	Normal
1.46541	16.49483	Merging	Normal
5.55863	12.4	Merging	Normal
5.55863	12.4	Merging	Normal
12.3995	5.5606	Merging	Normal
12.3995	5.5606	Merging	Normal
12.3995	5.5606	Merging	Normal
12.3995	5.5606	Merging	Normal
15.40332	2.55676	Merging	Normal
15.55495	2.40517	Merging	Normal
15.55495	2.40517	Merging	Normal
1.72143	16.23914	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.39872	Merging	Normal
10.25915	7.70156	Merging	Normal
12.36377	5.59517	Merging	Normal
12.39972	5.5606	Merging	Normal
12.39972	5.5606	Merging	Normal
12.4155	5.54437	Merging	Normal
1.72143	16.23914	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.39872	Merging	Normal
10.25915	7.70156	Merging	Normal
12.36377	5.59517	Merging	Normal
12.39972	5.5606	Merging	Normal
12.39972	5.5606	Merging	Normal
12.4155	5.54437	Merging	Normal
1.72143	16.23914	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.3987	Merging	Normal
5.5606	12.4	Merging	Normal
5.5606	12.39872	Merging	Normal
6.66283	11.29752	Merging	Normal
7.69851	10.26057	Merging	Normal
12.36377	5.59517	Merging	Normal
12.39972	5.5606	Merging	Normal
12.39972	5.5606	Merging	Normal
12.4155	5.54324	Merging	Normal
15.51312	2.44725	Merging	Normal
1.72143	16.23914	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.3995	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.39972	Merging	Normal
5.5606	12.3987	Merging	Normal
5.5606	12.4	Merging	Normal
5.5606	12.39872	Merging	Normal
6.66283	11.29752	Merging	Normal
7.69851	10.26057	Merging	Normal
12.36377	5.59517	Merging	Normal
12.39972	5.5606	Merging	Normal
12.39972	5.5606	Merging	Normal
12.4155	5.54324	Merging	Normal
15.51312	2.44725	Merging	Normal
12.34001	5.62046	Merging	Normal
12.34001	5.62046	Merging	Normal
2.31225	15.64861	Merging	Normal
2.55676	15.40332	Merging	Normal
2.55676	15.40332	Merging	Normal
12.34042	5.62046	Merging	Normal
12.34042	5.62046	Merging	Normal
12.39468	5.56583	Merging	Normal
12.41691	5.54324	Merging	Normal
15.7409	2.21817	Merging	Normal
0.8664	17.09294	Merging	Normal
1.76334	16.19645	Merging	Normal
6.57681	11.38381	Merging	Normal
7.6695	10.29084	Merging	Normal
16.31559	1.64474	Merging	Normal
16.49483	1.46541	Merging	Normal
0.8664	17.09294	Merging	Normal
1.76334	16.19645	Merging	Normal
6.57681	11.38381	Merging	Normal
7.6695	10.29084	Merging	Normal
16.31559	1.64474	Merging	Normal
16.49483	1.46541	Merging	Normal
2.40517	15.55495	Merging	Normal
2.40517	15.55495	Merging	Normal
7.76687	10.19285	Merging	Normal
7.76687	10.19285	Merging	Normal
10.29084	7.6695	Merging	Normal
10.29084	7.6695	Merging	Normal
12.36766	5.59262	Merging	Normal
12.36766	5.59262	Merging	Normal
16.16476	1.79533	Merging	Normal
16.16476	1.79533	Merging	Normal
16.16476	1.79533	Merging	Normal
16.16476	1.79533	Merging	Normal
16.70174	1.25784	Merging	Normal
1.58783	16.37244	Merging	Normal
1.64474	16.31559	Merging	Normal
1.79533	16.16476	Merging	Normal
1.79533	16.16476	Merging	Normal
2.08754	15.87145	Merging	Normal
5.54437	12.4155	Merging	Normal
5.54437	12.41461	Merging	Normal
7.70156	10.25915	Merging	Normal
7.70156	10.25826	Merging	Normal
7.70156	10.25826	Merging	Normal
10.25826	7.70156	Merging	Normal
10.25826	7.70156	Merging	Normal
12.41693	5.54324	Merging	Normal
1.58783	16.37244	Merging	Normal
1.64474	16.31559	Merging	Normal
1.79533	16.16476	Merging	Normal
1.79533	16.16476	Merging	Normal
2.08754	15.87145	Merging	Normal
5.54437	12.4155	Merging	Normal
5.54437	12.41461	Merging	Normal
7.70156	10.25915	Merging	Normal
7.70156	10.25826	Merging	Normal
7.70156	10.25826	Merging	Normal
10.25826	7.70156	Merging	Normal
10.25826	7.70156	Merging	Normal
12.41693	5.54324	Merging	Normal
2.40517	15.55495	Merging	Normal
2.40517	15.55495	Merging	Normal
7.76687	10.19285	Merging	Normal
7.76687	10.19285	Merging	Normal
12.36766	5.59262	Merging	Normal
12.36766	5.59262	Merging	Normal
16.16476	1.79533	Merging	Normal
16.16476	1.79533	Merging	Normal
16.70174	1.25784	Merging	Normal
1.58783	16.37244	Merging	Normal
1.79533	16.16476	Merging	Normal
2.08754	15.87145	Merging	Normal
5.54437	12.41461	Merging	Normal
7.70156	10.25826	Merging	Normal
10.25826	7.70156	Merging	Normal
1.58783	16.37244	Merging	Normal
