2.5002650000 15.4595386961 1.4654062093 16.4948266213 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.3333333 0.0000000 0.0000000 False
2.5002650000 15.4595386961 1.4654062093 16.4948266213 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.3333333 0.0000000 0.0000000 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.3333333 0.0000000 0.3333333 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.3333333 0.0000000 0.3333333 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.3333333 0.0000000 -0.3333333 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.3333333 0.0000000 -0.3333333 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.3333333 -0.3333333 -0.6666667 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.3333333 -0.3333333 -0.6666667 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.3333333 0.3333333 0.6666667 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.3333333 0.3333333 0.6666667 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.2500000 -0.2500000 0.2500000 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.2500000 -0.2500000 0.2500000 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.2500000 0.2500000 -0.2500000 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 -0.2500000 0.2500000 -0.2500000 False
2.5002650000 15.4595386961 15.4033169377 2.5567572068 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.0000000 0.0000000 0.0000000 False
2.5002650000 15.4595386961 15.5549508516 2.4051654016 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.0000000 0.3333333 0.0000000 False
2.5002650000 15.4595386961 15.5549508516 2.4051654016 0.0000000 -0.3333333 -0.3333333 0.2500000 0.2500000 0.2500000 0.0000000 -0.3333333 0.0000000 False
2.5002650000 15.4595386961 1.4654062093 16.4948266213 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.3333333 0.0000000 0.0000000 False
2.5002650000 15.4595386961 1.4654062093 16.4948266213 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.3333333 0.0000000 0.0000000 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.3333333 0.0000000 0.3333333 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.3333333 0.0000000 0.3333333 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.3333333 0.0000000 -0.3333333 False
2.5002650000 15.4595386961 5.5586281310 12.4000012822 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.3333333 0.0000000 -0.3333333 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.3333333 -0.3333333 -0.6666667 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.3333333 -0.3333333 -0.6666667 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.3333333 0.3333333 0.6666667 False
2.5002650000 15.4595386961 12.3400087325 5.6204635016 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.3333333 0.3333333 0.6666667 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.2500000 -0.2500000 0.2500000 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.2500000 -0.2500000 0.2500000 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.2500000 0.2500000 -0.2500000 False
2.5002650000 15.4595386961 12.3994996120 5.5606042310 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 -0.2500000 0.2500000 -0.2500000 False
2.5002650000 15.4595386961 15.4033169377 2.5567572068 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.0000000 0.0000000 0.0000000 False
2.5002650000 15.4595386961 15.5549508516 2.4051654016 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.0000000 0.3333333 0.0000000 False
2.5002650000 15.4595386961 15.5549508516 2.4051654016 0.0000000 -0.3333333 -0.3333333 -0.2500000 0.2500000 0.2500000 0.0000000 -0.3333333 0.0000000 False
